Favwon,Prior,Market,Bet,Kelly,Month,Numberofsets,Wrank,Lrank,Markettotal
0,0.627260738,0.032730417,1,0,2,3,38,80,0.594530321
0,0.545557895,-0.036514282,0,0,2,3,7,10,0.582072177
0,0.610305671,0.002772257,1,0,2,3,17,61,0.607533414
1,0.597529369,-0.134535053,1,0.105854035,2,3,32,61,0.732064422
1,0.715992279,-0.161200703,1,0.091275653,2,3,11,69,0.877192982
0,0.551436049,-0.046650075,0,0,2,3,34,61,0.598086124
1,0.753681804,0.14981707,1,0.465570231,2,3,3,10,0.603864734
0,0.548404124,-0.212630884,1,0,2,3,44,87,0.761035008
1,0.562336202,-0.16972822,1,0.361143018,2,3,52,263,0.732064422
1,0.789110943,-0.094281284,1,0.002187949,2,3,43,90,0.883392226
0,0.67019651,-0.080554241,1,0,2,3,45,95,0.750750751
1,0.506455115,-0.205795598,1,0.22727329,2,3,41,83,0.712250712
1,0.543721906,-0.0623387,1,0,2,3,48,93,0.606060606
0,0.706875612,-0.099576001,1,0,2,3,76,162,0.806451613
0,0.710313572,-0.030427169,0,0,2,3,37,58,0.740740741
1,0.603423134,-0.092955697,1,0.023441053,2,3,42,143,0.69637883
1,0.570181168,-0.297874387,1,0.295898809,2,3,40,96,0.868055556
1,0.70448225,-0.201314851,1,0.139551972,2,3,15,82,0.905797101
1,0.755793487,-0.041654679,0,0,2,3,26,116,0.797448166
1,0.78656223,-0.030431234,0,0.028772418,2,3,11,71,0.816993464
1,0.734385475,-0.150570277,1,0.074302947,2,3,85,107,0.884955752
1,0.692959247,-0.175096309,1,0.107307599,2,3,20,56,0.868055556
1,0.625423798,0.068630925,1,0.284028847,2,3,126,164,0.556792873
1,0.592053328,-0.071076646,1,0,2,3,10,88,0.663129973
1,0.718165584,-0.1123992,1,0.0262598,2,3,25,103,0.830564784
1,0.652650477,-0.100361571,1,0.021049181,2,3,84,155,0.753012048
0,0.531222494,-0.166127576,1,0.257011848,2,3,60,99,0.69735007
1,0.579486591,-0.138904213,1,0.10286851,2,3,110,118,0.718390805
1,0.645579067,-0.155702984,1,0.09411348,2,3,12,80,0.801282051
0,0.553331674,-0.201955335,1,0,2,3,94,417,0.755287009
0,0.546646585,-0.162573273,1,0,2,3,92,388,0.709219858
1,0.541637648,-0.050779414,1,0.130672421,2,3,31,59,0.592417062
1,0.520761249,-0.066782817,1,0.013707985,2,3,98,177,0.587544066
0,0.505997664,-0.042849757,0,0,2,3,68,546,0.54884742
0,0.605098762,0.045814646,1,0,2,3,81,161,0.559284116
0,0.711985198,0.160108818,1,0,2,3,61,78,0.55187638
1,0.944959856,-0.039292112,1,0,2,3,5,237,0.984251969
1,0.926115349,-0.060077945,1,0,2,3,5,162,0.986193294
1,0.669629536,-0.177828091,1,0.117467755,2,3,73,306,0.847457627
1,0.7656627,-0.099389203,1,0.006352175,2,3,13,69,0.865051903
1,0.679830717,-0.066437939,1,0,2,3,50,192,0.746268657
1,0.844584352,-0.040371401,0,0,2,3,6,84,0.884955752
1,0.679028709,0.013249747,1,0.122443993,2,3,42,94,0.665778961
1,0.71695848,-0.143626718,1,0.064924998,2,3,9,164,0.860585198
1,0.68891393,-0.138900639,1,0.064773645,2,3,26,98,0.82781457
1,0.653812903,-0.09134358,1,0.009341141,2,3,28,117,0.745156483
0,0.689679002,-0.038123036,0,0,2,3,29,57,0.727802038
1,0.529839509,-0.122050973,1,0.10738291,2,3,87,95,0.651890482
0,0.529680998,-0.00507836,0,0,2,3,33,51,0.534759358
1,0.796878399,0.100499569,1,0.447726778,2,3,17,93,0.69637883
1,0.682746698,-0.037714397,0,0,2,3,36,218,0.720461095
1,0.560641546,-0.006251878,0,0,2,3,38,49,0.566893424
0,0.577046083,0.039989155,1,0,2,3,54,135,0.537056928
0,0.511666703,-0.158574584,1,0.195300513,2,3,51,73,0.670241287
0,0.826049682,-0.048076193,0,0,2,3,8,388,0.874125874
1,0.784363623,0.046900497,1,0.311411347,2,3,10,40,0.737463127
1,0.785281402,-0.122159615,1,0.037807712,2,3,15,81,0.907441016
0,0.766184231,-0.041570212,0,0,2,3,27,75,0.807754443
0,0.522216176,-0.236509166,1,0.260045657,2,3,59,263,0.758725341
1,0.708921666,-0.016767739,0,0.052430406,2,3,28,78,0.725689405
1,0.716777995,0.016497883,1,0.161901064,2,3,38,58,0.700280112
1,0.573223877,0.001141497,1,0.178060503,2,3,20,85,0.57208238
1,0.541066007,-0.076217944,1,0.171933631,2,3,54,57,0.617283951
0,0.645344787,-0.042413122,0,0,2,3,36,99,0.687757909
1,0.744673614,-0.092847324,1,0,2,3,35,70,0.837520938
0,0.619584523,0.004578373,1,0,2,3,25,118,0.61500615
1,0.541744207,-0.015048666,1,0.065697315,2,3,74,284,0.556792873
1,0.564259216,-0.014444488,1,0.159176752,2,3,12,43,0.578703704
1,0.874546766,-0.05137916,1,0,2,3,5,263,0.925925926
1,0.764431471,-0.042020142,0,0,2,3,50,388,0.806451613
1,0.845698192,-0.066710567,1,0,2,3,6,95,0.912408759
1,0.636770167,0.036530071,1,0.374103998,2,3,28,99,0.600240096
0,0.602505383,-0.104708195,1,0,2,3,13,38,0.707213579
1,0.67448657,-0.075138617,1,0,2,3,9,42,0.749625187
1,0.69177694,-0.04136089,0,0,2,3,10,15,0.73313783
1,0.75593775,-0.116662599,1,0.031278187,2,3,13,41,0.872600349
0,0.560367096,-0.04790541,1,0,2,3,17,26,0.608272506
1,0.721320194,-0.073592366,1,0,2,3,11,118,0.79491256
1,0.770657375,-0.050360688,0,0,2,3,10,11,0.821018062
1,0.575084916,0.017671315,1,0.154031632,2,3,75,284,0.557413601
1,0.816959992,-0.072719724,1,0,2,3,35,68,0.889679715
0,0.540857584,0.012316358,1,0,2,3,6,10,0.528541226
1,0.737373025,-0.157081358,1,0.089909313,2,3,35,51,0.894454383
1,0.731790311,-0.156309156,1,0.085943622,2,3,35,284,0.888099467
0,0.63515361,-0.029740007,0,0,2,3,9,50,0.664893617
1,0.55215496,-0.090518562,1,0.059162073,2,3,28,38,0.642673522
1,0.581777204,-0.121457676,1,0.087813401,2,3,43,85,0.70323488
1,0.588566714,-0.079882484,1,0.019538781,2,3,11,26,0.668449198
1,0.726314643,-0.00254833,0,0.109480424,2,3,5,85,0.728862974
0,0.505288802,-0.061604622,1,0.022847557,2,3,54,284,0.566893424
1,0.727092665,-0.06279675,1,0,2,3,5,11,0.789889415
0,0.570513454,-0.163700936,1,0,2,3,35,38,0.734214391
1,0.774187057,-0.036185715,0,0,2,3,10,50,0.810372771
1,0.939793726,-0.052269766,1,0.004554204,2,3,1,72,0.992063492
1,0.547742821,-0.136251708,1,0.137151889,2,3,75,179,0.683994528
1,0.673161177,-0.213363645,1,0.159826024,2,3,8,97,0.886524823
1,0.649945891,-0.291673695,1,0.240487979,2,3,143,869,0.941619586
1,0.716555141,-0.101775465,1,0.015573434,2,3,76,190,0.818330606
1,0.727290922,0.056149982,1,0.269061332,2,3,18,154,0.67114094
1,0.53272774,-0.257161676,1,0.274228431,2,3,71,138,0.789889415
1,0.62654256,-0.093918535,1,0.020523709,2,3,51,85,0.720461095
1,0.504132577,-0.147757905,1,0.166780008,2,3,96,125,0.651890482
0,0.595057645,0.04073392,1,0,2,3,38,82,0.554323725
0,0.708969178,0.143997427,1,0,2,3,50,73,0.564971751
1,0.627873305,0.067335188,1,0.198410749,2,3,28,49,0.560538117
1,0.812912238,-0.173281056,1,0.105715894,2,3,74,74,0.986193294
1,0.92767361,-0.050799971,1,0,2,3,4,116,0.978473581
1,0.651351381,-0.286734923,1,0.24159643,2,3,54,328,0.938086304
1,0.894804131,-0.072313857,1,0,2,3,3,40,0.967117988
1,0.764763299,-0.182206398,1,0.108454995,2,3,36,502,0.946969697
1,0.690803601,-0.2100973,1,0.151323199,2,3,11,133,0.900900901
1,0.680247604,-0.2578387,1,0.199980207,2,3,33,536,0.938086304
1,0.850563399,-0.092832827,1,0.005001505,2,3,7,155,0.943396226
1,0.806501739,-0.100939277,1,0.012161128,2,3,9,77,0.907441016
0,0.51648256,-0.166577549,1,0.184725242,2,3,22,68,0.683060109
1,0.68208027,-0.055382857,0,0,2,3,99,257,0.737463127
0,0.746489935,-0.088234606,1,0,2,3,41,173,0.834724541
0,0.562346921,-0.112416912,1,0,2,3,39,86,0.674763833
1,0.786154918,-0.058439676,0,0,2,3,35,186,0.844594595
0,0.666816462,-0.120585113,1,0,2,3,42,185,0.787401575
1,0.506561314,-0.127152247,1,0.131267505,2,3,66,93,0.633713561
1,0.613928817,-0.090296535,1,0.016801261,2,3,15,83,0.704225352
0,0.77836472,-0.007798802,0,0,2,3,19,287,0.786163522
0,0.729678046,-0.049138154,0,0,2,3,70,80,0.778816199
0,0.641488034,-0.128927991,1,0,2,3,23,58,0.770416025
1,0.626033942,-0.100710244,1,0.027043107,2,3,37,165,0.726744186
1,0.677571209,-0.001776617,0,0.081787551,2,3,32,48,0.679347826
1,0.787136485,-0.007776075,0,0.133340417,2,3,5,46,0.79491256
0,0.578974714,-0.112588218,1,0,2,3,16,34,0.691562932
1,0.564259216,0.001829519,1,0.016695105,2,3,13,43,0.562429696
1,0.588784787,-0.099920447,1,0.038251406,2,3,64,79,0.688705234
1,0.561533962,-0.129073773,1,0.094333801,2,3,57,94,0.690607735
1,0.65517278,-0.054047078,0,0,2,3,27,56,0.709219858
0,0.535130829,-0.005409711,0,0,2,3,67,78,0.540540541
1,0.975279693,-0.008972276,0,0.568570623,2,3,6,6,0.984251969
1,0.968098803,-0.022000207,0,0,2,3,1,74,0.99009901
1,0.936384603,-0.030733385,0,0,2,3,4,185,0.967117988
1,0.810439892,-0.120658804,1,0.039769595,2,3,7,76,0.931098696
1,0.878014719,-0.063604867,1,0,2,3,3,15,0.941619586
1,0.726957482,-0.188793434,1,0.119608841,2,3,9,86,0.915750916
1,0.906110231,-0.048088243,0,0,2,3,5,96,0.954198473
1,0.845755755,-0.071675438,1,0,2,3,12,92,0.917431193
1,0.92390011,-0.023069587,0,0.068923183,2,3,10,143,0.946969697
0,0.619346292,-0.011170732,1,0,2,3,68,78,0.630517024
1,0.760074887,-0.123317339,1,0.035156456,2,3,12,99,0.883392226
1,0.640291715,-0.03721506,0,0,2,3,27,33,0.677506775
0,0.568480387,-0.058086029,0,0,2,3,8,34,0.626566416
0,0.76860248,0.082731424,1,0,2,3,18,50,0.685871056
0,0.593517008,-0.045869182,0,0,2,3,35,173,0.639386189
1,0.784493906,0.073256353,1,0.373949369,2,3,17,52,0.711237553
1,0.72674509,0.152032446,1,0.43479203,2,3,43,71,0.574712644
1,0.736477452,0.013934099,1,0.168405495,2,3,30,61,0.722543353
0,0.558742783,-0.000541333,0,0,2,3,28,80,0.559284116
1,0.675025482,0.015394876,1,0.125007269,3,3,4,7,0.659630607
1,0.885220997,-0.080029968,1,0.003477974,3,3,6,54,0.965250965
1,0.884492646,-0.048343175,0,0,3,3,3,34,0.932835821
1,0.862033844,-0.037246732,0,0,3,3,1,9,0.899280576
0,0.699660215,-0.073137312,1,0,3,3,45,75,0.772797527
1,0.614743804,-0.131524853,1,0.087001269,3,3,29,64,0.746268657
1,0.70062821,-0.046755946,0,0,3,3,36,66,0.747384155
0,0.61378122,0.008454343,1,0,3,3,12,27,0.605326877
0,0.540857584,-0.050158965,1,0,3,3,5,10,0.591016548
1,0.715603033,0.002336271,1,0.12014804,3,3,32,57,0.713266762
0,0.670389906,-0.013604622,0,0,3,3,17,64,0.683994528
1,0.743220686,-0.059347532,0,0,3,3,37,287,0.802568218
1,0.819867385,0.026216592,1,0.29751222,3,3,11,82,0.793650794
1,0.625950802,-0.07432931,1,0,3,3,29,58,0.700280112
1,0.939800835,-0.021737626,0,0.071474543,3,3,6,50,0.961538462
0,0.610758054,-0.122379776,1,0,3,3,1,4,0.73313783
1,0.647781394,-0.011849213,0,0.033973709,3,3,11,37,0.659630607
1,0.7127288,-0.045996541,0,0,3,3,3,10,0.758725341
0,0.70710489,-0.084034351,1,0,3,3,32,75,0.791139241
0,0.555178329,-0.177959501,1,0,3,3,78,173,0.73313783
0,0.526273564,-0.036156132,1,0.048316429,3,3,27,29,0.562429696
0,0.659915227,0.044909077,1,0,3,3,43,80,0.61500615
1,0.600667793,0.036333707,1,0.117143094,3,3,30,51,0.564334086
1,0.877503011,-0.071263593,1,0,3,3,6,80,0.948766603
1,0.550973303,-0.019802953,0,0,3,3,3,4,0.570776256
0,0.530195194,-0.08105175,1,0.052990273,3,3,75,173,0.611246944
0,0.583363907,-0.014722217,0,0,3,3,30,36,0.598086124
1,0.808942927,0.060439933,1,0.380691775,3,3,6,27,0.748502994
1,0.697613055,-0.122059077,1,0.049843481,3,3,36,173,0.819672131
0,0.642913243,-0.049607532,0,0,3,3,11,36,0.692520776
0,0.617967847,-0.13960791,1,0,3,3,45,55,0.757575758
1,0.771081065,-0.049936998,0,0,3,3,34,94,0.821018062
1,0.73084676,-0.086146704,1,0,3,3,58,334,0.816993464
1,0.574660449,-0.060663567,1,0,3,3,46,49,0.635324015
1,0.566286367,-0.081382027,1,0.025341385,3,3,81,91,0.647668394
0,0.649431271,-0.006736708,0,0,3,3,42,52,0.656167979
0,0.536321739,-0.180010639,1,0,3,3,97,211,0.716332378
0,0.623347674,0.085134542,1,0,3,3,37,76,0.538213132
0,0.510198342,-0.072552241,1,0.03613953,3,3,57,134,0.582750583
1,0.808563523,-0.082702075,1,0,3,3,68,74,0.891265597
0,0.534082928,-0.009395333,1,0,3,3,88,185,0.543478261
1,0.548359987,-0.105234784,1,0.081639736,3,3,85,252,0.653594771
1,0.588435315,-0.114799566,1,0.070734262,3,3,47,64,0.70323488
1,0.714685418,-0.094376071,1,0.004827086,3,3,43,191,0.809061489
1,0.500113947,-0.248389047,1,0,3,3,83,92,0.748502994
1,0.528569552,-0.16299338,1,0.168025236,3,3,72,82,0.691562932
0,0.524769257,-0.090994289,1,0.134812226,3,3,67,115,0.615763547
1,0.578074129,-0.127393244,1,0.088863548,3,3,63,178,0.705467372
1,0.629907139,-0.110833601,1,0.043541264,3,3,129,165,0.740740741
1,0.64296895,0.055424884,1,0.188687622,3,3,41,75,0.587544066
1,0.577360331,-0.051570486,0,0,3,3,93,114,0.628930818
1,0.540844517,-0.137581535,1,0.121916658,3,3,86,427,0.678426052
0,0.636146275,-0.074080998,1,0,3,3,44,169,0.710227273
1,0.535840193,-0.177426568,1,0.176083765,3,3,119,145,0.713266762
1,0.696481742,0.125705486,1,0.36101288,3,3,38,95,0.570776256
1,0.589800479,-0.024450135,0,0,3,3,50,84,0.614250614
1,0.954446794,-0.035652216,1,0,3,3,1,145,0.99009901
1,0.86808822,-0.075308006,1,0,3,3,11,86,0.943396226
1,0.888585875,-0.040782155,0,0,3,3,7,76,0.92936803
1,0.68667485,-0.041127188,0,0,3,3,31,52,0.727802038
0,0.579724059,-0.173287989,1,0,3,3,33,91,0.753012048
0,0.613326125,-0.257754014,1,0,3,3,16,57,0.871080139
0,0.62623776,-0.122265234,1,0,3,3,18,45,0.748502994
1,0.718506924,-0.072632316,1,0,3,3,23,211,0.791139241
0,0.61021752,-0.110243575,1,0,3,3,36,73,0.720461095
1,0.565980662,-0.040079944,0,0,3,3,30,34,0.606060606
1,0.773834907,0.178596812,1,0.528166561,3,3,12,85,0.595238095
1,0.548799997,-0.108230227,1,0.074996485,3,3,59,102,0.657030223
1,0.624596745,-0.014789444,0,0.013280447,3,3,22,93,0.639386189
1,0.626663429,0.049962161,1,0.165004754,3,3,39,71,0.576701269
0,0.583223839,-0.061937452,1,0,3,3,79,80,0.64516129
1,0.638981209,-0.070238649,1,0,3,3,13,63,0.709219858
1,0.558971435,-0.073939957,1,0.230213094,3,3,70,78,0.632911392
0,0.933933555,-0.042628945,1,0,3,3,4,92,0.9765625
1,0.91213187,-0.072120098,1,0,3,3,2,78,0.984251969
1,0.891254838,0.03066964,1,0.437416258,3,3,5,102,0.860585198
1,0.839622484,-0.094956956,1,0.008304132,3,3,9,129,0.934579439
1,0.553446601,-0.301254254,1,0.30514826,3,3,43,113,0.854700855
1,0.783917499,-0.055008675,0,0,3,3,6,41,0.838926174
0,0.504426209,-0.116691804,1,0.099220588,3,3,15,47,0.621118012
1,0.667893904,-0.113356096,1,0.040199447,3,3,32,51,0.78125
0,0.533414255,-0.041298389,1,0,3,3,25,72,0.574712644
0,0.617019089,-0.121533349,1,0,3,3,20,50,0.738552437
1,0.64080442,-0.149084996,1,0.091582543,3,3,8,46,0.789889415
1,0.745743139,-0.06331835,1,0,3,3,10,73,0.809061489
1,0.6875433,0.060976884,1,0.241674271,3,3,28,67,0.626566416
1,0.753089181,0.054765159,1,0.294759253,3,3,19,80,0.698324022
0,0.590328429,-0.101234503,1,0,3,3,17,58,0.691562932
1,0.591024914,0.020248658,1,0.075499169,3,3,26,169,0.570776256
1,0.966268436,-0.021873856,0,0,3,3,3,185,0.988142292
1,0.865209457,-0.090813487,1,0.008281598,3,3,1,30,0.956022945
0,0.640327352,-0.200008782,1,0,3,3,8,91,0.840336134
0,0.544500084,-0.127542926,1,0,3,3,13,23,0.672043011
1,0.68651305,0.008086999,1,0.115899584,3,3,12,58,0.678426052
1,0.67593511,-0.101669867,1,0.025139451,3,3,11,22,0.777604977
1,0.580962569,-0.28259529,1,0.26659362,3,3,27,38,0.863557858
0,0.621219183,0.044517914,1,0,3,3,45,57,0.576701269
1,0.894883146,-0.079775724,1,0.005806211,3,3,2,26,0.974658869
0,0.795529335,-0.116879424,1,0,3,3,5,51,0.912408759
1,0.606173274,-0.08253196,1,0.019374295,3,3,72,92,0.688705234
1,0.785792033,-0.043395363,0,0,3,3,6,28,0.829187396
1,0.740064214,-0.087750356,1,0,3,3,9,19,0.82781457
1,0.690792272,-0.062219776,1,0,3,3,7,31,0.753012048
0,0.589128845,-0.089297207,1,0,3,3,43,50,0.678426052
1,0.951097623,-0.039001386,1,0,3,3,1,45,0.99009901
0,0.650052663,-0.006115316,0,0,3,3,6,74,0.656167979
1,0.875757593,0.041033053,1,0.443164979,3,3,3,27,0.834724541
1,0.766247532,-0.076922788,1,0,3,3,11,91,0.84317032
0,0.617894647,-0.192478125,1,0,3,3,7,12,0.810372771
1,0.531232156,-0.090658391,1,0.161718207,3,3,10,74,0.621890547
1,0.952609085,-0.008929377,0,0.354779704,3,3,3,50,0.961538462
1,0.826916843,-0.102451187,1,0.01878677,3,3,1,12,0.92936803
1,0.771877779,-0.109956436,1,0.024564245,3,3,9,51,0.881834215
1,0.599933593,0.029157337,1,0.101064455,3,3,13,72,0.570776256
1,0.697731805,0.066418674,1,0.262110042,3,3,11,13,0.631313131
1,0.781449516,-0.135981676,1,0.056182149,3,3,2,74,0.917431193
1,0.753117087,0.056738257,1,0.299277479,3,3,3,9,0.69637883
0,0.79486607,-0.101191278,1,0,3,3,1,11,0.896057348
1,0.626984104,0.024574466,1,0.359187874,3,3,2,3,0.602409639
1,0.830694945,0.013701481,1,0.266185813,3,3,3,11,0.816993464
0,0.681784563,-0.097031636,1,0,3,3,44,71,0.778816199
1,0.617050858,-0.026449785,0,0,3,3,145,173,0.643500644
1,0.700148841,-0.166402285,1,0.095156329,3,3,50,68,0.866551127
1,0.650216554,-0.061020999,1,0,3,3,38,57,0.711237553
0,0.542332206,-0.226898563,1,0,3,3,40,69,0.769230769
0,0.708799287,-0.003451425,0,0,3,3,43,83,0.712250712
0,0.632372026,-0.129823096,1,0,3,3,47,85,0.762195122
1,0.502394614,-0.189168318,1,0.222207073,3,3,72,101,0.691562932
1,0.501752838,-0.065140586,1,0,3,3,166,176,0.566893424
1,0.673948588,0.079418267,1,0.262696471,3,3,66,86,0.594530321
0,0.535239992,-0.177010721,1,0,3,3,45,169,0.712250712
1,0.501426068,-0.133091698,1,0.141224931,3,3,92,221,0.634517766
0,0.577006989,-0.036489944,0,0,3,3,61,153,0.613496933
0,0.580915842,0.01143976,1,0,3,3,75,89,0.569476082
0,0.565889626,0.025932823,1,0,3,3,53,122,0.539956803
1,0.506223024,-0.208062691,1,0.221814362,3,3,60,88,0.714285714
1,0.643132154,-0.229468195,1,0.18327269,3,3,70,73,0.872600349
0,0.630538355,-0.032591618,0,0,3,3,90,133,0.663129973
1,0.651353626,-0.18059313,1,0.123325089,3,3,42,77,0.831946755
0,0.54202492,-0.151456356,1,0,3,3,79,182,0.693481276
1,0.570941023,-0.032195286,0,0,3,3,39,63,0.603136309
1,0.548471841,-0.145972603,1,0.128713872,3,3,82,144,0.694444444
1,0.630699133,-0.022042382,0,0,3,3,56,109,0.652741514
1,0.713704459,0.067709627,1,0.281191781,3,3,36,74,0.645994832
1,0.625087571,0.070763846,1,0.20160727,3,3,46,148,0.554323725
1,0.634378924,0.027582807,1,0.362287774,3,3,51,54,0.606796117
1,0.531329671,-0.028580744,1,0.043948286,3,3,84,91,0.559910414
1,0.550617207,0.001166658,1,0.075134788,3,3,52,165,0.549450549
1,0.5046965,-0.02892143,0,0,3,3,64,132,0.53361793
0,0.563954795,0.005295577,1,0,3,3,37,103,0.558659218
1,0.924036323,-0.031986621,0,0,3,3,4,71,0.956022945
1,0.800761195,-0.120049119,1,0.03979059,3,3,7,92,0.920810313
1,0.717015649,-0.031487345,0,0.001201155,3,3,10,40,0.748502994
1,0.760960481,-0.144836621,1,0.063838023,3,3,26,153,0.905797101
1,0.885448737,0.006714115,1,0.308601888,3,3,6,75,0.878734622
1,0.633497465,-0.243695518,1,0.201237713,3,3,13,169,0.877192982
1,0.616761834,-0.027568063,0,0,3,3,25,145,0.644329897
0,0.531378706,-0.132631918,1,0.217924564,3,3,78,102,0.664010624
1,0.755839547,-0.044160453,0,0,3,3,35,85,0.8
1,0.62254534,0.002197945,1,0.056502431,3,3,16,66,0.620347395
1,0.669978023,0.024816732,1,0.144684626,3,3,19,60,0.64516129
0,0.606419616,-0.088990676,1,0,3,3,24,83,0.695410292
1,0.616088681,-0.077392595,1,0,3,3,22,53,0.693481276
1,0.563810141,-0.156650954,1,0.131974457,3,3,32,101,0.720461095
1,0.51329893,-0.047868297,1,0.00175773,3,3,9,50,0.561167228
1,0.933523337,-0.033594652,0,0,3,3,3,73,0.967117988
1,0.886186415,-0.084687372,1,0.004556901,3,3,2,57,0.970873786
1,0.710616516,-0.017185522,0,0.053121125,3,3,34,63,0.727802038
1,0.683382749,-0.14034048,1,0.073535323,3,3,17,91,0.823723229
1,0.834812553,0.015140422,1,0.276611098,3,3,5,36,0.819672131
1,0.614083218,-0.158714309,1,0.114494083,3,3,20,103,0.772797527
1,0.784877207,-0.090779535,1,0,3,3,11,54,0.875656743
1,0.672945299,-0.077805452,1,0,3,3,8,132,0.750750751
1,0.831814962,0.008091733,1,0.243633975,3,3,14,182,0.823723229
1,0.702178305,0.126141439,1,0.368748996,3,3,28,102,0.576036866
1,0.644931082,-0.014699524,0,0.023715335,3,3,33,165,0.659630607
1,0.71459529,-0.109127939,1,0.020487107,3,3,12,148,0.823723229
0,0.548123902,-0.092901739,1,0,3,3,15,56,0.641025641
1,0.613726437,-0.021597578,0,0,3,3,27,82,0.635324015
1,0.770508702,-0.058678694,1,0,3,3,6,35,0.829187396
1,0.906641626,-0.036754601,0,0,3,3,1,42,0.943396226
0,0.805996475,-0.013675656,0,0,3,3,7,101,0.819672131
1,0.809081871,0.00779982,1,0.216204851,3,3,4,26,0.801282051
1,0.554496834,-0.115744453,1,0.093764641,3,3,13,22,0.670241287
1,0.741836534,-0.076494072,1,0,3,3,16,83,0.818330606
1,0.930632247,-0.045930253,1,0,3,3,1,27,0.9765625
1,0.873891265,-0.093226724,1,0.015409336,3,3,2,25,0.967117988
1,0.820693304,-0.050386835,0,0,3,3,5,33,0.871080139
0,0.706914094,-0.067079714,1,0,3,3,10,19,0.773993808
1,0.618479398,-0.105109603,1,0.047824448,3,3,17,56,0.723589001
1,0.515247487,-0.062787195,1,0.021785714,3,3,8,28,0.578034682
1,0.592781796,0.027170937,1,0.216701746,3,3,12,20,0.56561086
1,0.890830944,-0.063367529,1,0,3,3,1,17,0.954198473
1,0.860132142,-0.034322241,0,0,3,3,4,13,0.894454383
1,0.501359561,-0.231778269,1,0.249647701,3,3,21,34,0.73313783
1,0.744763522,-0.026841416,0,0.031612242,3,3,9,101,0.771604938
0,0.869919756,-0.057724029,1,0,3,3,3,34,0.927643785
1,0.838522991,-0.101326633,1,0.014933378,3,3,2,16,0.939849624
1,0.803152259,0.014508726,1,0.234949072,3,3,6,19,0.788643533
0,0.569010742,-0.013739841,1,0,3,3,8,12,0.582750583
0,0.577169421,-0.131045877,1,0,3,3,14,21,0.708215297
1,0.553565413,-0.11577863,1,0.277213391,3,3,5,11,0.669344043
1,0.781846419,-0.022012101,0,0.067962139,3,3,4,9,0.803858521
1,0.510489502,-0.178215732,1,0.211718044,3,3,8,21,0.688705234
1,0.657667571,-0.060723234,1,0,3,3,2,6,0.718390805
0,0.503183061,-0.094188504,1,0.100726053,3,3,2,4,0.597371565
1,0.70105585,-0.118616281,1,0.046731115,3,3,1,5,0.819672131
1,0.878513775,-0.064882452,1,0,3,3,1,21,0.943396226
1,0.61126672,-0.089013392,1,0.027041267,4,3,1,4,0.700280112
1,0.597904015,-0.076859818,1,0.011133191,4,3,69,100,0.674763833
1,0.519049667,-0.178300403,1,0.198700077,4,3,45,102,0.69735007
1,0.541216903,-0.105613627,1,0.073225312,4,3,57,80,0.64683053
1,0.705743028,-0.001470551,0,0.100978322,4,3,93,123,0.707213579
1,0.855861428,-0.105677033,1,0.021809923,4,3,85,1064,0.961538462
1,0.773060131,-0.173909566,1,0.096678948,4,3,394,613,0.946969697
1,0.659443543,-0.186580146,1,0.134291578,4,3,103,115,0.846023689
0,0.500087651,-0.134430115,1,0,4,3,94,117,0.634517766
1,0.598861343,-0.178743634,1,0.145363559,4,3,37,74,0.777604977
0,0.544012633,-0.149468643,1,0,4,3,77,98,0.693481276
0,0.524943907,-0.202858131,1,0.219180193,4,3,68,91,0.727802038
0,0.654446327,-0.110079667,1,0,4,3,63,104,0.764525994
1,0.533135064,-0.071459858,1,0.132353532,4,3,96,109,0.604594921
0,0.606453567,-0.225493189,1,0,4,3,51,752,0.831946755
1,0.753061149,-0.07475342,1,0,4,3,52,89,0.82781457
0,0.593523795,-0.04668107,1,0,4,3,86,105,0.640204866
1,0.570022724,-0.070182142,1,0.266380311,4,3,97,544,0.640204866
1,0.582940018,0.038870377,1,0.147471249,4,3,64,147,0.544069641
0,0.557244322,0.000451449,1,0,4,3,83,152,0.556792873
0,0.544577181,-0.132929594,1,0,4,3,42,100,0.677506775
1,0.5325831,-0.008542441,1,0.02427514,4,3,80,394,0.541125541
1,0.521285292,-0.08330963,1,0.053259906,4,3,130,143,0.604594921
0,0.65734558,-0.113070444,1,0,4,3,62,116,0.770416025
1,0.82535644,-0.002458129,0,0.186378419,4,3,33,99,0.82781457
1,0.625732586,-0.016115938,0,0.009809972,4,3,102,104,0.641848524
1,0.606061469,-0.055314192,0,0,4,3,40,65,0.661375661
1,0.579558585,-0.112962191,1,0.062266713,4,3,37,93,0.692520776
1,0.63065747,0.07324387,1,0.285743532,4,3,101,136,0.557413601
1,0.740805675,-0.200813911,1,0.133198508,4,3,16,98,0.941619586
0,0.506949174,-0.250626584,1,0.278570331,4,3,116,143,0.757575758
0,0.699047354,-0.149849081,1,0,4,3,9,136,0.848896435
1,0.628289844,-0.074945037,1,0,4,3,15,96,0.70323488
1,0.689289157,-0.022961555,0,0.019750784,4,3,52,105,0.712250712
0,0.525976351,-0.110966324,1,0.087885062,4,3,20,64,0.636942675
1,0.699899744,0.151052324,1,0.438132501,4,3,33,103,0.54884742
1,0.554299296,-0.283221642,1,0.289875663,4,3,58,544,0.837520938
1,0.555355832,-0.098238939,1,0.069812375,4,3,52,64,0.653594771
