Favwon,Prior,Market,Bet,Kelly,Month,Numberofsets,Wrank,Lrank,Markettotal
1,0.587242444,-0.033875568,1,0.293016493,10,3,64,71,0.621118012
1,0.58056748,-0.120989977,1,0.089023029,10,3,40,52,0.701557458
1,0.768055742,-0.144353017,1,0.065322025,10,3,5,59,0.912408759
1,0.797299185,0.134432951,1,0.502625194,10,3,77,396,0.662866234
1,0.591210015,-0.242123318,1,0.22642723,10,3,45,143,0.833333333
0,0.689711848,0.004216921,1,0,10,3,9,32,0.685494927
1,0.660978626,0.100251925,1,0.37857618,10,3,41,60,0.560726702
1,0.573407477,0.007796617,1,0.177517391,10,3,28,29,0.56561086
0,0.500620673,-0.197118651,1,0.202762871,10,3,23,70,0.697739325
1,0.743656729,0.06040994,1,0.29840501,10,3,51,327,0.683246789
1,0.572997548,-0.050677143,0,0,10,3,33,86,0.623674691
0,0.685922482,-0.123139007,1,0,10,3,5,40,0.809061489
0,0.632360439,-0.13064887,1,0,10,3,31,77,0.763009309
0,0.558536143,-0.178818229,1,0,10,3,23,65,0.737354373
1,0.55318469,-0.302393681,1,0.309084504,10,3,33,83,0.855578371
0,0.60360136,-0.070343916,1,0,10,3,38,45,0.673945276
1,0.675824558,-0.130757149,1,0.066998066,10,3,34,35,0.806581707
0,0.536224205,-0.16612163,1,0,10,3,48,125,0.702345835
1,0.698466055,-0.223532839,1,0.160912985,10,3,7,51,0.921998894
0,0.766787083,0.081667872,1,0,10,3,60,98,0.685119211
0,0.521091866,-0.07393372,1,0.042870391,10,3,13,32,0.595025586
1,0.602502022,0.001323713,1,0.041661251,10,3,71,81,0.601178309
0,0.520478433,-0.050754287,0,0,10,3,12,28,0.57123272
1,0.694273443,-0.060443539,1,0,10,3,40,98,0.754716981
1,0.755437347,-0.015097405,0,0.081953142,10,3,7,33,0.770534751
1,0.63997496,-0.1739596,1,0.127488789,10,3,35,77,0.81393456
1,0.559879894,-0.03742031,0,0,10,3,65,71,0.597300203
1,0.580001617,-0.055241681,1,0.289249351,10,3,45,125,0.635243298
1,0.565291455,-0.018479707,0,0,10,3,28,32,0.583771162
0,0.636626879,-0.124408129,1,0,10,3,28,125,0.761035008
1,0.520367235,-0.250286279,1,0.324392649,10,3,40,71,0.770653514
1,0.545874192,-0.072020025,1,0.032235941,10,3,7,35,0.617894217
1,0.590632692,-0.164084289,1,0.134564538,10,3,30,44,0.754716981
0,0.577539003,-0.064206545,1,0,10,3,27,54,0.641745548
1,0.658468627,-0.060128671,1,0,10,3,19,36,0.718597298
1,0.701440243,-0.13426091,1,0.063928577,10,3,22,35,0.835701153
1,0.600750737,-0.027468888,0,0,10,3,25,59,0.628219626
0,0.60502606,0.032419555,1,0,10,3,17,43,0.572606505
1,0.644956399,0.070639836,1,0.219379026,10,3,16,20,0.574316563
1,0.910521869,0.004724768,1,0.35584857,10,3,1,54,0.905797101
1,0.887125189,0.004824148,1,0.303010601,10,3,4,43,0.882301041
0,0.601657694,-0.181550326,1,0,10,3,26,73,0.78320802
0,0.544495342,-0.101582963,1,0,10,3,23,33,0.646078305
0,0.632981613,-0.171782591,1,0,10,3,29,58,0.804764204
1,0.5247592,-0.292234264,1,0.320291656,10,3,40,48,0.816993464
1,0.666604921,-0.177989674,1,0.124365909,10,3,28,64,0.844594595
1,0.568573105,-0.079011404,1,0.029768628,10,3,14,25,0.64758451
1,0.727277346,-0.128887038,1,0.052814274,10,3,18,75,0.856164384
1,0.554114941,-0.090048934,1,0.054056667,10,3,31,46,0.644163875
1,0.593447723,0.004450197,1,0.040464137,10,3,38,63,0.588997526
1,0.615971812,0.026279631,1,0.309635701,10,3,11,16,0.589692181
1,0.823992781,-0.117272279,1,0.037428363,10,3,3,73,0.94126506
1,0.85032038,-0.066101908,1,0,10,3,2,30,0.916422287
1,0.662061749,-0.134497116,1,0.076596946,10,3,8,19,0.796558866
1,0.78823634,-0.078915931,1,0,10,3,15,58,0.867152272
1,0.808270777,-0.024091467,0,0.064994843,10,3,9,33,0.832362244
0,0.6573803,-0.039969769,0,0,10,3,6,63,0.69735007
0,0.549500751,-0.157412864,1,0,10,3,21,28,0.706913615
1,0.528154296,-0.064824831,1,0.02131183,10,3,7,22,0.592979127
1,0.534883999,-0.060141587,1,0.129585292,10,3,12,31,0.595025586
1,0.539608053,-0.043550333,0,0,10,3,10,18,0.583158386
0,0.618026622,0.084920747,1,0,10,3,5,40,0.533105875
1,0.881315751,0.06164362,1,0.514932798,10,3,1,14,0.819672131
0,0.77260578,-0.030736123,0,0,10,3,3,21,0.803341902
0,0.591249593,-0.074352111,1,0,10,3,8,18,0.665601704
1,0.798376726,-0.06428718,1,0,10,3,2,15,0.862663906
1,0.71002582,0.065944923,1,0.272776049,10,3,16,63,0.644080897
1,0.589783761,-0.032106786,1,0.296710389,10,3,7,9,0.621890547
0,0.618067474,0.012080321,1,0,10,3,12,40,0.605987153
1,0.726892557,-0.014507206,0,0.070473384,10,3,4,18,0.741399763
1,0.71013354,-0.063381312,1,0,10,3,2,9,0.773514851
1,0.923725297,0.006966955,1,0.406844034,10,3,1,40,0.916758343
1,0.622089339,0.002817603,1,0.36792951,10,3,16,21,0.619271736
0,0.584811555,-0.15735855,1,0,10,3,2,4,0.742170105
0,0.832133679,-0.083449548,1,0,10,3,1,16,0.915583227
1,0.702264582,-0.088249252,1,0.030505854,10,3,4,16,0.790513834
1,0.700478097,0.031850122,1,0.185698989,10,3,18,38,0.668627975
0,0.634668191,-0.156220768,1,0,10,3,28,58,0.790888959
1,0.662311117,-0.148061655,1,0.094153918,10,3,25,55,0.810372771
0,0.834075431,-0.030527716,0,0,10,3,12,137,0.864603147
0,0.560768928,-0.113176348,1,0,10,3,46,182,0.673945276
1,0.702229682,-0.149849391,1,0.081840029,10,3,39,39,0.852079073
0,0.855315922,-0.003053177,0,0,10,3,26,340,0.858369099
0,0.551680381,-0.130727153,1,0,10,3,32,45,0.682407534
1,0.583110829,-0.004433237,0,0.014087374,10,3,66,101,0.587544066
1,0.56242726,0.017468132,1,0.104464918,10,3,56,95,0.544959128
1,0.534870063,-0.013495807,1,0.036360946,10,3,21,35,0.54836587
1,0.934744836,-0.046802082,1,0,10,3,2,86,0.981546918
0,0.617146577,-0.143078449,1,0,10,3,228,664,0.760225027
1,0.647943606,-0.088433419,1,0.023994603,10,3,57,98,0.736377025
0,0.694790985,-0.056298094,1,0,10,3,36,74,0.751089079
1,0.795666338,-0.085856934,1,0.000468155,10,3,6,100,0.881523272
0,0.554470698,-0.160836884,1,0,10,3,93,145,0.715307582
1,0.878605813,-0.055275397,1,0,10,3,9,267,0.93388121
1,0.512293094,-0.22965675,1,0.281450155,10,3,76,175,0.741949844
1,0.712363125,-0.181771353,1,0.118731495,10,3,15,172,0.894134478
0,0.635634617,-0.154005307,1,0,10,3,20,83,0.789639924
1,0.703607902,-0.094604103,1,0.015735493,10,3,30,85,0.798212005
1,0.756402325,-0.174003332,1,0.100263771,10,3,8,47,0.930405657
1,0.536534696,-0.202427063,1,0.22054195,10,3,54,77,0.738961759
1,0.55017052,-0.233160202,1,0.245098077,10,3,48,73,0.783330722
1,0.730854646,-0.029833015,0,0.013512812,10,3,14,40,0.760687662
1,0.627987148,-0.083250405,1,0.0163073,10,3,34,191,0.711237553
1,0.594333328,-0.088540204,1,0.035337809,10,3,16,67,0.682873532
1,0.677890612,-0.179301227,1,0.120725887,10,3,50,60,0.85719184
0,0.679983047,-0.165039769,1,0,10,3,22,42,0.845022816
0,0.579890421,-0.050527231,1,0,10,3,61,78,0.630417652
1,0.813045243,-0.017105845,0,0.106187902,10,3,7,92,0.830151087
1,0.525644779,-0.187012005,1,0.205451196,10,3,62,111,0.712656784
0,0.544741214,-0.062866029,1,0,10,3,49,135,0.607607243
0,0.754405933,-0.180173506,1,0,10,3,6,145,0.934579439
1,0.564004578,-0.081073477,1,0.277435371,10,3,107,150,0.645078054
1,0.905684965,-0.011535855,0,0.213834776,10,3,16,664,0.917220821
1,0.811951599,-0.081224536,1,0,10,3,27,183,0.893176134
1,0.556974345,-0.229931542,1,0.238014035,10,3,31,87,0.786905886
1,0.743197801,-0.046068182,0,0,10,3,10,51,0.789265983
0,0.607132154,-0.048605551,0,0,10,3,18,56,0.655737705
1,0.562908499,-0.073385724,1,0.259591219,10,3,80,89,0.636294222
0,0.676216813,0.033047273,1,0,10,3,43,52,0.643169539
1,0.823190955,-0.032387416,0,0.016517598,10,3,4,53,0.855578371
1,0.558336396,-0.151386812,1,0.141289014,10,3,33,68,0.709723208
0,0.649677843,0.083618746,1,0,10,3,111,137,0.566059097
1,0.755019188,0.047305104,1,0.279267871,10,3,32,340,0.707714084
1,0.505272692,-0.05545401,1,0,10,3,25,39,0.560726702
0,0.521529376,-0.058382477,1,0.012943298,10,3,83,182,0.579911853
1,0.521272155,-0.03508703,0,0,10,3,21,30,0.556359185
1,0.565904055,-0.046841043,1,0.228380935,10,3,75,96,0.612745098
1,0.547380855,-0.05271516,0,0,10,3,11,37,0.600096015
0,0.56169085,0.015242762,1,0,10,3,29,59,0.546448087
1,0.913370507,-0.046875316,0,0,10,3,2,29,0.960245823
1,0.842205866,0.090891065,1,0.502346122,10,3,4,50,0.751314801
1,0.697556012,-0.211534897,1,0.152675188,10,3,27,80,0.909090909
1,0.633465723,-0.095291018,1,0.036580478,10,3,66,158,0.728756741
0,0.626074653,-0.153348574,1,0,10,3,15,58,0.779423227
1,0.713286453,-0.212296665,1,0.149203387,10,3,11,76,0.925583117
1,0.706308398,-0.048294681,0,0,10,3,14,54,0.754603079
1,0.845318779,-0.093472058,1,0.009377696,10,3,9,135,0.938790837
1,0.600992854,-0.053800232,1,0,10,3,42,52,0.654793085
1,0.74774357,-0.078976007,1,0,10,3,7,57,0.826719577
1,0.517388687,-0.118096824,1,0.125577292,10,3,48,74,0.635485511
0,0.552790461,-0.240482583,1,0,10,3,31,150,0.793273045
1,0.677980234,-0.178624186,1,0.120468933,10,3,8,96,0.85660442
0,0.603437928,-0.083658403,1,0,10,3,24,78,0.687096331
1,0.747485679,0.046714831,1,0.267907994,10,3,10,34,0.700770848
1,0.566447742,-0.015759989,1,0.253491337,10,3,78,150,0.582207732
1,0.89320882,0.026957954,1,0.427003375,10,3,4,48,0.866250866
1,0.912467213,-0.030929013,0,0,10,3,2,42,0.943396226
1,0.688956879,-0.115807325,1,0.047906201,10,3,9,21,0.804764204
1,0.852090322,-0.008198735,0,0.181902932,10,3,8,137,0.860289057
1,0.631732575,-0.025038737,0,0,10,3,16,32,0.656771312
1,0.779899338,-0.054825203,0,0,10,3,10,182,0.834724541
0,0.559508692,-0.018192059,0,0,10,3,11,39,0.577700751
1,0.669779731,-0.155166648,1,0.094339545,10,3,66,145,0.824946378
0,0.551573809,-0.054266492,0,0,10,3,7,27,0.6058403
1,0.515495729,-0.072808778,1,0.040297201,10,3,56,58,0.588304506
0,0.547943591,-0.082334992,1,0,10,3,8,9,0.630278583
1,0.880602588,-0.046353289,0,0,10,3,2,39,0.926955877
0,0.503787908,-0.097390401,1,0.071822835,10,3,10,27,0.601178309
1,0.804107827,-0.052937082,0,0,10,3,4,16,0.857044909
0,0.684080036,-0.015710027,0,0,10,3,14,56,0.699790063
0,0.595996542,-0.104087468,1,0,10,3,66,150,0.70008401
1,0.893832266,-0.03987455,0,0,10,3,4,150,0.933706816
1,0.768517148,-0.00439984,0,0.136346407,10,5,2,8,0.772916989
1,0.716962416,0.033341962,1,0.206033,10,3,27,56,0.683620454
1,0.672539259,0.04345018,1,0.190941074,10,3,19,79,0.629089079
1,0.614202534,0.054229413,1,0.266691309,10,3,26,137,0.559973121
1,0.530634016,-0.124244832,1,0.216289443,10,3,31,49,0.654878847
1,0.653496973,-0.019450537,0,0.012366176,10,3,29,37,0.67294751
1,0.636427482,-0.057053794,1,0,10,3,22,53,0.693481276
1,0.622878391,0.000600855,1,0.05168121,10,3,20,32,0.622277536
0,0.567321555,0.004448652,1,0,10,3,41,59,0.562872903
1,0.626104628,0.017535981,1,0.093996898,10,3,33,45,0.608568647
1,0.55603346,0.006884641,1,0.100040803,10,3,36,39,0.549148819
1,0.514768385,-0.020965035,0,0,10,3,24,40,0.535733419
1,0.782863935,-0.106657503,1,0.026183617,10,3,18,152,0.889521437
1,0.655816617,-0.113177538,1,0.053530996,10,3,9,37,0.768994156
1,0.763862205,-0.111487935,1,0.032070637,10,3,3,26,0.87535014
1,0.691629692,-0.111841302,1,0.040827738,10,3,16,49,0.803470995
1,0.63771874,-0.073013314,1,0,10,3,28,57,0.710732054
0,0.625473522,0.038274462,1,0,10,3,48,51,0.58719906
1,0.713414813,0.024044897,1,0.177307747,10,3,7,33,0.689369916
1,0.558554021,-0.047359697,1,0.206215372,10,3,63,68,0.605913718
1,0.628653378,-0.054873621,0,0,10,3,27,30,0.683526999
1,0.534032122,-0.018698366,1,0.051079808,10,3,17,19,0.552730489
1,0.928345459,-0.05108647,1,0,10,3,1,63,0.979431929
1,0.881051886,-0.053178308,1,0,10,3,4,41,0.934230194
1,0.715242486,-0.046952636,0,0,10,3,8,40,0.762195122
1,0.770394501,-0.10957734,1,0.027471123,10,3,2,18,0.879971841
1,0.652341871,-0.000825993,0,0.06535343,10,3,11,39,0.653167864
1,0.710290838,0.077459551,1,0.295057319,10,3,6,48,0.632831287
1,0.624348661,0.005153615,1,0.062479471,10,3,10,20,0.619195046
1,0.586941766,-0.093608118,1,0.044115588,10,3,12,22,0.680549884
1,0.706987259,0.022805541,1,0.170020812,10,3,14,28,0.684181719
0,0.510607048,-0.092893253,1,0.084505802,10,3,5,30,0.603500302
0,0.602388232,-0.127112789,1,0,10,3,3,14,0.729501021
1,0.786288241,-0.131142952,1,0.051427747,10,3,4,17,0.917431193
1,0.830370191,-0.027557056,0,0.047974311,10,3,1,16,0.857927248
1,0.509867098,-0.102128006,1,0.102113552,10,3,8,9,0.611995104
1,0.555695574,-0.047513498,0,0,10,3,7,10,0.603209072
1,0.562496062,-0.043050747,1,0.209561383,10,3,11,30,0.605546809
1,0.525759142,-0.008428892,0,0,10,3,6,22,0.534188034
0,0.839969082,0.09812932,1,0,10,3,1,6,0.741839763
0,0.816711215,-0.096697626,1,0,10,3,2,11,0.913408842
1,0.502521994,-0.068319426,1,0.017474802,10,3,7,14,0.57084142
0,0.650617314,-0.045761516,0,0,10,3,4,8,0.69637883
1,0.611526988,-0.038837216,0,0,11,3,6,8,0.650364204
1,0.62609564,-0.010036675,0,0.025365441,11,3,11,14,0.636132316
1,0.514658345,-0.108627619,1,0.113486602,11,3,8,14,0.623285964
1,0.597786206,-0.071289132,1,0.000617186,11,3,3,8,0.669075338
0,0.597506257,0.025227443,1,0,11,3,5,7,0.572278814
1,0.690219588,-0.032219366,0,0,11,3,4,6,0.722438954
1,0.506028517,-0.106716581,1,0.097735847,11,3,7,8,0.612745098
1,0.671053295,-0.013596849,0,0.041188145,11,3,3,5,0.684650144
1,0.714563799,-0.060269612,1,0,11,3,4,9,0.774833411
1,0.850535821,-0.078400546,1,0,11,3,2,27,0.928936368
0,0.646720064,-0.030786711,0,0,11,3,3,7,0.677506775
0,0.533055535,-0.083543306,1,0,11,3,5,8,0.616598841
1,0.685641684,-0.028746086,0,0.000658642,11,3,9,27,0.71438777
0,0.510332112,-0.084622671,1,0.076127884,11,3,2,4,0.594954783
0,0.719988707,0.016753826,1,0,11,3,4,5,0.70323488
1,0.665121281,-0.045610773,0,0,11,3,3,9,0.710732054
1,0.671053295,0.127752197,1,0.379564781,11,3,3,5,0.543301097
1,0.74842024,0.069072414,1,0.320107391,1,3,17,36,0.679347826
0,0.524282191,-0.064160789,0,0.010555756,1,3,40,49,0.58844298
1,0.67795152,-0.11318772,1,0.026351901,1,3,23,50,0.791139241
0,0.67089052,-0.051131141,0,0,1,3,59,865,0.722021661
1,0.86348501,-0.092537935,1,0.001074723,1,3,15,764,0.956022945
1,0.506506946,-0.276455785,1,0.312503966,1,3,107,119,0.782962731
1,0.76303642,-0.021892936,0,0.059258343,1,3,33,206,0.784929356
1,0.642313333,-0.083376072,1,0,1,3,26,45,0.725689405
1,0.582842977,-0.180515802,1,0.149782099,1,3,118,121,0.763358779
1,0.692767012,-0.255100287,1,0.181284245,1,3,72,72,0.947867299
1,0.518671956,-0.182590316,1,0.192365226,1,3,34,83,0.701262272
1,0.561196178,-0.108484049,1,0.060760826,1,3,88,125,0.669680228
0,0.506441812,-0.106678973,1,0.092116756,1,3,22,32,0.613120785
0,0.530068559,-0.020592234,0,0,1,3,41,96,0.550660793
1,0.655883615,-0.193012819,1,0.127864357,1,3,13,79,0.848896435
0,0.527094089,-0.072426295,1,0.014895075,1,3,48,56,0.599520384
0,0.567732649,-0.005661847,1,0,1,3,75,91,0.573394495
1,0.577405967,0.018746749,1,0.061808966,1,3,66,74,0.558659218
0,0.595879591,0.011562657,1,0,1,3,112,180,0.584316934
1,0.892007649,-0.094380198,1,0.016444186,1,3,1,51,0.986387848
1,0.898983888,-0.088182943,1,0.008101514,1,3,4,43,0.987166831
1,0.910986215,-0.074041366,1,0,1,3,2,71,0.985027581
1,0.79901998,-0.162518481,1,0.076925915,1,3,20,248,0.961538462
1,0.771117837,-0.192273299,1,0.108323316,1,3,5,28,0.963391137
1,0.589443534,-0.263798787,1,0.242957817,1,3,47,98,0.853242321
1,0.818675556,-0.06863589,1,0,1,3,7,62,0.887311446
1,0.702992057,-0.042831332,0,0,1,3,17,40,0.745823389
0,0.675499917,-0.156585288,1,0,1,3,24,148,0.832085206
1,0.638856127,-0.02603749,0,0,1,3,54,263,0.664893617
1,0.738646453,-0.038233597,0,0,1,3,35,131,0.77688005
0,0.603539211,0.017028947,1,0,1,3,19,39,0.586510264
0,0.686246404,-0.206132678,1,0,1,3,16,138,0.892379083
0,0.562755791,-0.183067598,1,0,1,3,77,92,0.745823389
1,0.705177299,-0.15392923,1,0.074223275,1,3,28,603,0.859106529
1,0.633912599,-0.107047685,1,0.031724459,1,3,67,85,0.740960285
1,0.630568736,-0.002843774,0,0.048737543,1,3,109,332,0.63341251
0,0.780105674,-0.04199232,0,0,1,3,3,53,0.822097994
1,0.549996259,-0.04687613,0,0,1,3,61,68,0.596872389
1,0.776985844,-0.05357894,0,0,1,3,23,865,0.830564784
1,0.744614404,-0.072112155,1,0,1,3,25,204,0.81672656
0,0.504838716,-0.077233461,1,0.019386259,1,3,89,104,0.582072177
1,0.66849194,-0.140569549,1,0.064728569,1,3,42,152,0.809061489
1,0.682758063,-0.022062913,0,0.021637848,1,3,144,607,0.704820975
1,0.553098131,-0.007251527,0,0,1,3,97,117,0.560349658
1,0.610092786,0.067204621,1,0.207987087,1,3,114,202,0.542888165
0,0.51751967,-0.186705682,1,0.227243298,1,3,31,65,0.704225352
1,0.885951566,-0.091756685,1,0.027358747,1,3,4,66,0.977708252
1,0.859343418,-0.052898874,1,0,1,3,8,92,0.912242292
1,0.909713096,-0.081956876,1,0.008836747,1,3,1,144,0.991669972
1,0.88572533,-0.086658956,1,0.003193747,1,3,2,34,0.972384286
1,0.602664671,-0.211402408,1,0.182273037,1,3,28,85,0.814067079
0,0.769783367,-0.186239577,1,0,1,3,5,180,0.956022945
0,0.555821226,-0.109691885,1,0,1,3,32,60,0.665513111
1,0.752671,-0.027360202,0,0.03279832,1,3,7,41,0.780031201
1,0.546632563,-0.008152458,0,0,1,3,15,35,0.554785021
1,0.777559755,-0.126435906,1,0.033179507,1,3,13,72,0.903995661
1,0.723745201,0.018924226,1,0.174703761,1,3,26,54,0.704820975
1,0.585452171,0.012960401,1,0.054563117,1,3,91,148,0.57249177
0,0.596857599,-0.114987503,1,0,1,3,20,61,0.711845103
1,0.613478655,-0.074847336,1,0.407404868,1,3,39,48,0.688325991
0,0.537865126,-0.100215528,1,0,1,3,31,53,0.638080653
1,0.699714077,-0.166837049,1,0.146843039,1,3,8,48,0.866551127
1,0.892723396,-0.091528573,1,0.007212073,1,3,4,91,0.984251969
1,0.616473366,-0.138585528,1,0.089939527,1,3,25,97,0.755058895
1,0.690423633,-0.041855219,0,0,1,3,15,60,0.732278852
0,0.515609887,-0.26006495,1,0.28932485,1,3,42,202,0.775674837
1,0.808071996,-0.127556746,1,0.036069895,1,3,2,28,0.935628743
0,0.52205617,-0.055311035,1,0.056182801,1,3,31,61,0.577367206
0,0.522173139,-0.173817953,1,0.231504881,1,3,47,107,0.695991091
1,0.515632754,-0.036853434,1,0,1,3,55,104,0.552486188
1,0.615267362,0.058474489,1,0.170249835,1,3,118,138,0.556792873
1,0.531253514,-0.163770117,1,0.158997248,1,3,33,125,0.695023631
0,0.615256617,0.035680866,1,0,1,3,7,23,0.579575751
0,0.543659955,-0.23685831,1,0,1,3,25,202,0.780518264
1,0.528984955,-0.136528156,1,0.129728706,1,3,33,118,0.665513111
1,0.556122991,-0.151290705,1,0.131627566,1,3,55,180,0.707413696
0,0.57974345,-0.083034917,1,0,1,3,17,26,0.662778367
1,0.70420813,-0.047897766,0,0,1,3,4,8,0.752105897
1,0.508747341,-0.135997985,1,0.142932488,1,3,23,26,0.644745326
0,0.516436423,-0.092428652,1,0.095141505,1,3,33,202,0.608865075
1,0.639304155,0.076874459,1,0.224558883,1,3,15,31,0.562429696
0,0.526114814,-0.096860516,1,0.068191468,1,3,15,26,0.62297533
1,0.673235686,-0.223464458,1,0.163653858,1,3,36,463,0.896700143
1,0.597726428,-0.189427225,1,0.158303713,1,3,50,51,0.787153652
1,0.575866806,-0.069961145,1,0,1,3,43,53,0.645827951
1,0.733395358,-0.197010299,1,0.117336209,1,3,47,904,0.930405657
0,0.610003067,0.015614099,1,0,1,3,28,40,0.594388968
0,0.509263746,-0.157402921,1,0.169649056,1,3,56,82,0.666666667
1,0.83267833,0.089515429,1,0.484623463,1,3,33,250,0.743162901
1,0.608684035,-0.097131888,1,0.018810582,1,3,38,71,0.705815923
0,0.56788864,-0.117230571,1,0,1,3,42,144,0.685119211
1,0.575705292,0.014096845,1,0.052669158,1,3,22,32,0.561608447
0,0.512299643,-0.109436243,1,0.087897393,1,3,58,95,0.621735887
1,0.687051936,-0.020161642,0,0.028972518,1,3,19,131,0.707213579
1,0.724307707,0.095060287,1,0.342930698,1,3,35,201,0.62924742
0,0.757915643,0.014531759,1,0,1,3,21,132,0.743383883
1,0.58749317,-0.081582168,1,0.014237773,1,3,29,34,0.669075338
1,0.629874398,-0.12495652,1,0.059679919,1,3,67,68,0.754830918
0,0.633449489,-0.135544666,1,0,1,3,23,73,0.768994156
0,0.544892165,-0.015834536,0,0,1,3,24,46,0.560726702
1,0.561710455,-0.07072061,1,0,1,3,52,66,0.632431065
1,0.517934563,-0.07329164,1,0.027112081,1,3,36,95,0.591226203
1,0.684607664,-0.006572873,0,0.072125672,1,3,48,74,0.691180536
1,0.602439326,-0.043889526,0,0,1,3,25,30,0.646328852
0,0.553724615,-0.040523068,0,0,1,3,44,49,0.594247682
1,0.57894662,-0.023463018,1,0.290940207,1,3,49,53,0.602409639
1,0.712065865,0.052696223,1,0.246558084,1,3,40,132,0.659369643
0,0.508059378,-0.173139532,1,0.198414298,1,3,47,144,0.68119891
1,0.685297352,-0.162160275,1,0.093542799,1,3,17,68,0.847457627
1,0.713659243,0.0383486,1,0.216291453,1,3,9,51,0.675310643
1,0.709638479,-0.085274081,1,0,1,3,6,38,0.79491256
1,0.789218484,-0.027241346,0,0.04260479,1,3,3,29,0.81645983
0,0.586783683,-0.118633924,1,0,1,3,19,73,0.705417607
1,0.692617559,-0.113573992,1,0.027639644,1,3,9,53,0.806191551
1,0.543926858,-0.014732359,1,0.0796009,1,3,22,35,0.558659218
0,0.520701152,-0.066929229,1,0.073772314,1,3,18,36,0.58763038
1,0.675662735,-0.021881908,0,0.0190673,1,3,12,52,0.697544643
0,0.549738473,-0.037322699,1,0,1,3,7,25,0.587061172
1,0.711963214,0.107514471,1,0.351170842,1,3,46,74,0.604448743
1,0.85462913,0.147415552,1,0.619245762,1,3,11,56,0.707213579
1,0.709755004,-0.147583817,1,0.132612341,1,3,3,35,0.85733882
1,0.66415827,-0.010878858,0,0.044971698,1,3,11,74,0.675037127
0,0.586636237,-0.012740411,0,0,1,3,12,36,0.599376648
0,0.66995155,-0.053218829,0,0,1,3,6,40,0.723170379
1,0.682947527,-0.134847697,1,0.058329246,1,3,25,73,0.817795224
1,0.72527314,-0.069639419,1,0,1,3,17,144,0.79491256
0,0.514567621,-0.098628356,1,0.072578577,1,3,12,33,0.613195977
0,0.775491499,-0.10821299,1,0,1,3,3,40,0.883704489
1,0.680979119,0.018112886,1,0.136714591,1,3,11,25,0.662866234
1,0.567094894,-0.091319644,1,0.037438722,1,3,9,17,0.658414538
1,0.771898496,0.003022592,1,0.164806742,1,3,11,40,0.768875903
1,0.75326038,-0.098963925,1,0.009677834,1,3,9,36,0.852224305
1,0.893156124,-0.097138984,1,0.024470446,1,5,2,35,0.990295108
1,0.872478583,-0.115078202,1,0.036594071,1,5,9,191,0.987556785
1,0.891309002,-0.100164327,1,0.022239361,1,5,3,220,0.991473329
0,0.596928285,-0.184810302,1,0,1,5,63,100,0.781738587
1,0.847721866,-0.121270382,1,0.032444523,1,5,6,81,0.968992248
1,0.707798408,-0.228180626,1,0.157902556,1,5,24,279,0.935979034
1,0.700222065,-0.217209127,1,0.147120032,1,5,17,96,0.917431193
1,0.655323393,-0.243472221,1,0.188793061,1,5,12,80,0.898795614
1,0.619898225,-0.103900269,1,0.036149051,1,5,21,47,0.723798494
1,0.785384819,-0.093041042,1,0,1,5,53,99,0.878425861
1,0.853672852,-0.064938208,1,0,1,5,11,50,0.91861106
1,0.565174672,-0.212188512,1,0.200616966,1,5,22,69,0.777363184
1,0.563870374,-0.337842881,1,0.320064832,1,5,46,67,0.901713255
0,0.715963522,-0.062974007,1,0,1,5,193,450,0.778937529
0,0.563576641,-0.105230208,1,0,1,5,28,87,0.668806849
0,0.6731442,-0.119248827,1,0,1,5,73,768,0.792393027
0,0.520148488,-0.063690839,0,0.009206919,1,5,29,38,0.583839327
1,0.509848413,-0.085815156,1,0.055858443,1,5,48,97,0.595663569
1,0.509022322,-0.319615398,1,0.345830017,1,5,68,101,0.82863772
0,0.677289044,-0.134399268,1,0,1,5,110,249,0.811688312
0,0.505173565,-0.134703578,1,0.117043303,1,5,39,85,0.639877144
1,0.597734642,-0.248718718,1,0.214982281,1,5,16,102,0.84645336
0,0.749604284,0.114603014,1,0,1,5,139,251,0.63500127
1,0.514446134,-0.07103396,1,0.022817961,1,5,56,195,0.585480094
0,0.587267872,-0.004868556,0,0,1,5,41,118,0.592136428
0,0.50181291,-0.093141873,1,0.064670117,1,5,62,66,0.594954783
1,0.520932193,-0.038602274,1,0.002621458,1,5,127,728,0.559534467
1,0.600695514,0.061670072,1,0.172858224,1,5,33,34,0.539025442
1,0.917971483,-0.076855417,1,0.018758753,1,5,4,1141,0.9948269
1,0.924692974,-0.069540472,1,0.007851392,1,5,1,75,0.994233446
1,0.760446954,-0.222837215,1,0.150645963,1,5,25,76,0.983284169
1,0.84483932,-0.139412649,1,0.060282186,1,5,8,98,0.984251969
1,0.718420122,-0.173481412,1,0.10072727,1,5,23,86,0.891901534
0,0.531229648,-0.268003089,1,0.287033866,1,5,40,183,0.799232737
1,0.673658091,-0.303859015,1,0.236360853,1,5,13,71,0.977517107
1,0.761805732,-0.172075478,1,0.088541696,1,5,15,129,0.93388121
1,0.559240112,-0.192978934,1,0.186121742,1,5,44,78,0.752219046
1,0.729740697,-0.182668062,1,0.104941749,1,5,19,210,0.912408759
0,0.501269534,-0.158100109,1,0.184336129,1,5,88,93,0.659369643
1,0.622052236,-0.271443118,1,0.231012737,1,5,42,52,0.893495354
1,0.591149501,-0.184164502,1,0.155544791,1,5,18,84,0.775314002
